TRANSACTION_AMT,OCCUPATION,CMTE_NM,CMTE_PTY_AFFILIATION
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REALTOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,REAL ESTATE AGENT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PUBLIC INFORMATION SPVSR,DCCC,DEM
10,PUBLIC HEALTH PROFESSIONAL,FRIENDS OF JOE SESTAK,DEM
10,PUBLIC HEALTH PROFESSIONAL,FRIENDS OF JOE SESTAK,DEM
10,PUBLIC HEALTH PROFESSIONAL,FRIENDS OF JOE SESTAK,DEM
10,PSYCHOTHERAPIST,BERNIE 2016,DEM
10,PSYCHOTHERAPIST,BERNIE 2016,DEM
10,PSYCHOLOGIST,BERNIE 2016,DEM
10,PSYCHOLOGIST,DSCC,DEM
10,PSYCHIATRIST,BERNIE 2016,DEM
10,PSYCHIATRIST,BERNIE 2016,DEM
10,PSYCHIATRIST,BERNIE 2016,DEM
10,PROPERTY MANAGER,DSCC,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROJ MGMT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROGRAM COUNSEL,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROGRAM ANALYST,HILLARY FOR AMERICA,DEM
10,PROGRAM ANALYST,HILLARY FOR AMERICA,DEM
10,PROFRESSIONAL,HILLARY FOR AMERICA,DEM
10,PROFRESSIONAL,HILLARY FOR AMERICA,DEM
10,"PROFESSOR, ENGINEERING",HILLARY FOR AMERICA,DEM
10,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROFESSOR,ELIZABETH FOR MA INC,DEM
10,PROFESSOR,BERNIE 2016,DEM
10,PROFESSOR,BERNIE 2016,DEM
10,PROFESSOR,BERNIE 2016,DEM
10,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROFESSOR,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PROFESSIONAL POKER PLAYER,BERNIE 2016,DEM
10,PROFESSIONAL POKER PLAYER,BERNIE 2016,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESSER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PRESS SECRETARY,HILLARY FOR AMERICA,DEM
10,PRESS SECRETARY,HILLARY FOR AMERICA,DEM
10,PRESS SECRETARY,HILLARY FOR AMERICA,DEM
10,PRESS SECRETARY,HILLARY FOR AMERICA,DEM
10,PRESIDENT,HILLARY FOR AMERICA,DEM
10,PRACTICE MANAGER,BERNIE 2016,DEM
10,PRACTICE MANAGER,BERNIE 2016,DEM
10,POLITICAL CONSULTANT,HILLARY FOR AMERICA,DEM
10,POLITICAL CONSULTANT,HILLARY FOR AMERICA,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,POLICY ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PIANO TEACHER,BERNIE 2016,DEM
10,PIANO TEACHER,BERNIE 2016,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,HILLARY FOR AMERICA,DEM
10,PHYSICIAN,HILLARY FOR AMERICA,DEM
10,PHYSICIAN,HILLARY FOR AMERICA,DEM
10,PHYSICIAN,BERNIE 2016,DEM
10,PHYSICIAN,BERNIE 2016,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PHYSICAL THERAPIST,BERNIE 2016,DEM
10,PHYSICAL THERAPIST,BERNIE 2016,DEM
10,PHYSICAL THERAPIST,BERNIE 2016,DEM
10,PEDIATRICIAN,HILLARY FOR AMERICA,DEM
10,PART TIME TEACHER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PART TIME TEACHER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PART TIME TEACHER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PART TIME TEACHER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PARKING ATTENDANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PARKING ATTENDANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PARKING ATTENDANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,PARKING ATTENDANT,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,OPERATING MGR,BERNIE 2016,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NURSE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,BERNIE 2016,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NOT EMPLOYED,DSCC,DEM
10,NONPROFIT MANAGEMENT,HILLARY FOR AMERICA,DEM
10,NONE,FRIENDS OF CHERI BUSTOS,DEM
10,NONE,FRIENDS OF CHERI BUSTOS,DEM
10,NONE,FRIENDS OF CHERI BUSTOS,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NONE,BERNIE 2016,DEM
10,NON-PROFIT EXECUTIVE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,NON-PROFIT EXECUTIVE,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,N/A,DSCC,DEM
10,MOTORCOACH OPERATOR,DSCC,DEM
10,MOTORCOACH OPERATOR,DSCC,DEM
10,MOTORCOACH OPERATOR,DSCC,DEM
10,MOTORCOACH OPERATOR,DSCC,DEM
10,MOTORCOACH OPERATOR,DSCC,DEM
10,MILITARY,DCCC,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,JOE KENNEDY FOR CONGRESS,DEM
10,MD,BERNIE 2016,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MD,DSCC,DEM
10,MCPS,DCCC,DEM
10,MARKETING,HILLARY FOR AMERICA,DEM
10,MARKETING,HILLARY FOR AMERICA,DEM
10,MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,MANAGER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LITERACY VOLUNTEER,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,LIBRARY ASSOCIATE,BERNIE 2016,DEM
10,LIBRARIAN,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DSCC,DEM
10,JOURNALIST,DSCC,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,JOURNALIST,DSCC,DEM
10,IT SUPPORT DESK,JAMIE RASKIN FOR CONGRESS,DEM
10,IT SUPPORT DESK,BERNIE 2016,DEM
10,IT SUPPORT DESK,BERNIE 2016,DEM
10,IT SUPPORT DESK,BERNIE 2016,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INTELL ANALYST,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION TECH SPECIALIST,BERNIE 2016,DEM
10,INFORMATION TECH SPECIALIST,BERNIE 2016,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
10,INFORMATION REQUESTED,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,DEM
